dataset,cohort,model,mode,condition,item_id,item_name,n,evaluated_n,mae,mean_bias,mean_confidence,evidence_rate,reasoning_rate,high_conf_error_rate,predicted_positive_rate,score9_n
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,1,抑郁情绪,24,24,0.5833333333333334,0.4166666666666667,0.8833333333333333,1.0,1.0,0.3333333333333333,0.8333333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,2,有罪感,24,24,0.7083333333333334,-0.625,0.9249999999999999,1.0,1.0,0.2916666666666667,0.4583333333333333,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,3,自我安全风险,24,24,0.6666666666666666,0.6666666666666666,0.9354166666666667,0.9583333333333334,1.0,0.20833333333333334,0.5,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,4,入睡困难,24,24,0.3333333333333333,0.16666666666666666,0.9166666666666666,1.0,1.0,0.16666666666666666,0.4583333333333333,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,5,睡眠不深,24,24,0.375,-0.20833333333333334,0.875,0.9583333333333334,1.0,0.125,0.625,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,6,早醒,24,24,0.6666666666666666,-0.08333333333333333,0.8875000000000001,0.9166666666666666,1.0,0.20833333333333334,0.4166666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,7,工作和兴趣,24,24,0.8333333333333334,0.3333333333333333,0.8916666666666666,1.0,1.0,0.4166666666666667,0.8333333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,8,迟滞,24,24,0.875,0.4583333333333333,0.8104166666666667,0.9583333333333334,1.0,0.08333333333333333,0.6666666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,9,激越,24,24,0.5833333333333334,0.16666666666666666,0.8145833333333333,0.7916666666666666,1.0,0.125,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,10,精神性焦虑,24,24,0.6666666666666666,0.16666666666666666,0.8666666666666667,1.0,1.0,0.16666666666666666,0.7083333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,11,躯体性焦虑,24,24,0.5,0.0,0.8875000000000001,1.0,1.0,0.2916666666666667,0.875,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,12,胃肠道症状,24,24,0.25,0.25,0.9,1.0,1.0,0.08333333333333333,0.625,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,13,全身症状,24,24,0.4166666666666667,0.0,0.9166666666666666,1.0,1.0,0.2916666666666667,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,14,性症状,24,17,0.4117647058823529,1.9545454545454546,0.90625,0.875,1.0,0.2916666666666667,0.4166666666666667,7
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,15,疑病,24,24,0.3333333333333333,0.0,0.8937499999999999,0.9583333333333334,1.0,0.08333333333333333,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,16,体重减轻,24,24,0.2916666666666667,0.20833333333333334,0.9104166666666668,0.9583333333333334,1.0,0.125,0.2916666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C08,17,自知力,24,24,0.3333333333333333,0.16666666666666666,0.9291666666666667,1.0,1.0,0.20833333333333334,0.375,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,1,抑郁情绪,24,24,0.5833333333333334,0.16666666666666666,0.86875,1.0,1.0,0.25,0.875,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,2,有罪感,24,24,0.7083333333333334,-0.375,0.86875,1.0,1.0,0.16666666666666666,0.7083333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,3,自我安全风险,24,24,0.4583333333333333,0.4583333333333333,0.9229166666666666,1.0,1.0,0.125,0.4166666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,4,入睡困难,24,24,0.2916666666666667,0.125,0.9166666666666666,1.0,1.0,0.16666666666666666,0.4166666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,5,睡眠不深,24,24,0.4166666666666667,-0.3333333333333333,0.8791666666666668,1.0,1.0,0.125,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,6,早醒,24,24,0.4166666666666667,-0.25,0.8541666666666666,1.0,1.0,0.125,0.2916666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,7,工作和兴趣,24,24,0.8333333333333334,0.3333333333333333,0.8583333333333334,1.0,1.0,0.16666666666666666,0.8333333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,8,迟滞,24,24,0.7083333333333334,0.20833333333333334,0.7979166666666666,0.9583333333333334,1.0,0.0,0.4583333333333333,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,9,激越,24,24,0.6666666666666666,0.08333333333333333,0.8125,1.0,1.0,0.125,0.625,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,10,精神性焦虑,24,24,0.4583333333333333,-0.20833333333333334,0.8520833333333333,1.0,1.0,0.125,0.7083333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,11,躯体性焦虑,24,24,0.5416666666666666,-0.375,0.8375,1.0,1.0,0.041666666666666664,0.875,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,12,胃肠道症状,24,24,0.2916666666666667,0.20833333333333334,0.875,1.0,1.0,0.08333333333333333,0.6666666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,13,全身症状,24,24,0.2916666666666667,-0.041666666666666664,0.8708333333333332,1.0,1.0,0.125,0.7083333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,14,性症状,24,16,0.1875,2.227272727272727,0.8458333333333333,0.8333333333333334,1.0,0.20833333333333334,0.3333333333333333,8
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,15,疑病,24,24,0.375,-0.125,0.8312499999999999,0.9583333333333334,1.0,0.041666666666666664,0.625,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,16,体重减轻,24,24,0.125,0.041666666666666664,0.9312499999999999,1.0,1.0,0.0,0.20833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C11,17,自知力,24,24,0.20833333333333334,-0.041666666666666664,0.8833333333333333,1.0,1.0,0.08333333333333333,0.20833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,1,抑郁情绪,24,24,0.4583333333333333,0.125,0.875,1.0,1.0,0.16666666666666666,0.8333333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,2,有罪感,24,24,0.6666666666666666,-0.4166666666666667,0.8666666666666667,1.0,1.0,0.08333333333333333,0.7083333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,3,自我安全风险,24,24,0.4583333333333333,0.4583333333333333,0.9208333333333334,1.0,1.0,0.16666666666666666,0.4583333333333333,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,4,入睡困难,24,24,0.375,0.125,0.9125,1.0,1.0,0.16666666666666666,0.4166666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,5,睡眠不深,24,24,0.3333333333333333,-0.25,0.8791666666666668,1.0,1.0,0.08333333333333333,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,6,早醒,24,24,0.4166666666666667,-0.16666666666666666,0.8708333333333332,1.0,1.0,0.125,0.3333333333333333,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,7,工作和兴趣,24,24,0.9166666666666666,0.3333333333333333,0.8624999999999999,1.0,1.0,0.2916666666666667,0.875,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,8,迟滞,24,24,0.5833333333333334,0.25,0.7854166666666668,0.9583333333333334,1.0,0.0,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,9,激越,24,24,0.6666666666666666,0.08333333333333333,0.8145833333333333,0.9583333333333334,1.0,0.08333333333333333,0.625,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,10,精神性焦虑,24,24,0.5,-0.25,0.8416666666666667,1.0,1.0,0.041666666666666664,0.7083333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,11,躯体性焦虑,24,24,0.5,-0.3333333333333333,0.84375,1.0,1.0,0.08333333333333333,0.875,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,12,胃肠道症状,24,24,0.25,0.25,0.8604166666666666,1.0,1.0,0.0,0.6666666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,13,全身症状,24,24,0.25,0.0,0.8604166666666666,1.0,1.0,0.08333333333333333,0.7083333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,14,性症状,24,17,0.29411764705882354,1.9090909090909092,0.8791666666666668,0.8333333333333334,1.0,0.25,0.375,7
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,15,疑病,24,24,0.25,-0.16666666666666666,0.8479166666666668,0.9583333333333334,1.0,0.0,0.5416666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,16,体重减轻,24,24,0.16666666666666666,0.08333333333333333,0.8979166666666667,0.9583333333333334,1.0,0.0,0.25,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C12,17,自知力,24,24,0.2916666666666667,0.041666666666666664,0.8729166666666667,1.0,1.0,0.08333333333333333,0.2916666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,1,抑郁情绪,24,24,0.6666666666666666,0.08333333333333333,0.9020833333333332,1.0,1.0,0.375,0.75,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,2,有罪感,24,24,0.625,-0.2916666666666667,0.8916666666666666,1.0,1.0,0.125,0.625,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,3,自我安全风险,24,24,0.5,0.5,0.9375,1.0,1.0,0.16666666666666666,0.4583333333333333,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,4,入睡困难,23,23,0.30434782608695654,0.13043478260869565,0.9173913043478261,1.0,1.0,0.13043478260869565,0.43478260869565216,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,4,入睡困难（初段失眠）,1,1,0.0,0.0,0.95,1.0,1.0,0.0,0.0,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,5,睡眠不深,23,23,0.34782608695652173,-0.2608695652173913,0.9065217391304349,1.0,1.0,0.21739130434782608,0.5652173913043478,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,5,睡眠不深（中段失眠）,1,1,1.0,-1.0,0.85,1.0,1.0,0.0,1.0,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,6,早醒,23,23,0.43478260869565216,0.0,0.9021739130434783,1.0,1.0,0.21739130434782608,0.43478260869565216,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,6,早醒（末段失眠）,1,1,0.0,0.0,0.95,1.0,1.0,0.0,0.0,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,7,工作和兴趣,24,24,0.9583333333333334,0.375,0.875,1.0,1.0,0.125,0.8333333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,8,迟滞,24,24,0.75,0.25,0.7979166666666666,0.9166666666666666,1.0,0.08333333333333333,0.5416666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,9,激越,24,24,0.9166666666666666,0.08333333333333333,0.8354166666666667,0.9166666666666666,1.0,0.08333333333333333,0.5,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,10,精神性焦虑,24,24,0.4166666666666667,-0.25,0.8770833333333333,1.0,1.0,0.16666666666666666,0.625,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,11,躯体性焦虑,24,24,0.5833333333333334,-0.16666666666666666,0.8770833333333333,1.0,1.0,0.20833333333333334,0.875,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,12,胃肠道症状,24,24,0.25,0.25,0.8875000000000001,1.0,1.0,0.041666666666666664,0.6666666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,13,全身症状,24,24,0.25,-0.16666666666666666,0.9020833333333332,1.0,1.0,0.125,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,14,性症状,24,22,0.22727272727272727,0.13636363636363635,0.9083333333333333,0.9166666666666666,1.0,0.08333333333333333,0.5,2
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,15,疑病,24,24,0.375,0.041666666666666664,0.8770833333333333,0.9583333333333334,1.0,0.08333333333333333,0.625,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,16,体重减轻,24,24,0.041666666666666664,0.041666666666666664,0.9354166666666667,1.0,1.0,0.041666666666666664,0.16666666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C15,17,自知力,24,24,0.2916666666666667,0.041666666666666664,0.8999999999999999,1.0,1.0,0.08333333333333333,0.2916666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,1,抑郁情绪,24,24,0.5833333333333334,0.08333333333333333,0.9,1.0,1.0,0.4166666666666667,0.75,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,2,有罪感,24,24,0.6666666666666666,-0.25,0.9020833333333332,1.0,1.0,0.20833333333333334,0.6666666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,3,自我安全风险,24,24,0.5833333333333334,0.5833333333333334,0.9395833333333333,1.0,1.0,0.16666666666666666,0.4583333333333333,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,4,入睡困难,23,23,0.30434782608695654,0.13043478260869565,0.9217391304347826,1.0,1.0,0.13043478260869565,0.43478260869565216,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,4,入睡困难（初段失眠）,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,5,睡眠不深,23,23,0.2608695652173913,-0.17391304347826086,0.8978260869565217,1.0,1.0,0.13043478260869565,0.5652173913043478,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,5,睡眠不深（中段失眠）,1,1,1.0,-1.0,0.75,1.0,1.0,0.0,1.0,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,6,早醒,23,23,0.4782608695652174,0.043478260869565216,0.8869565217391304,1.0,1.0,0.17391304347826086,0.4782608695652174,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,6,早醒（末段失眠）,1,1,0.0,0.0,0.95,1.0,1.0,0.0,0.0,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,7,工作和兴趣,24,24,0.875,0.375,0.8875000000000001,1.0,1.0,0.2916666666666667,0.8333333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,8,迟滞,23,23,0.7391304347826086,0.391304347826087,0.8021739130434782,0.9130434782608695,1.0,0.043478260869565216,0.6521739130434783,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,8,迟滞（指思维和言语缓慢，注意力难以集中，主动性减退）,1,1,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,9,激越,24,24,0.7916666666666666,0.20833333333333334,0.8270833333333334,0.9166666666666666,1.0,0.16666666666666666,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,10,精神性焦虑,24,24,0.4166666666666667,-0.16666666666666666,0.8875000000000001,1.0,1.0,0.20833333333333334,0.6666666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,11,躯体性焦虑,24,24,0.5,-0.16666666666666666,0.8791666666666668,1.0,1.0,0.25,0.875,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,12,胃肠道症状,24,24,0.20833333333333334,0.20833333333333334,0.9145833333333333,1.0,1.0,0.08333333333333333,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,13,全身症状,24,24,0.25,-0.16666666666666666,0.90625,1.0,1.0,0.16666666666666666,0.5833333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,14,性症状,23,20,0.3,0.5238095238095238,0.9347826086956522,0.9130434782608695,1.0,0.30434782608695654,0.4782608695652174,3
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,14,性症状（指性欲减退，月经紊乱等）,1,1,0.0,0.0,0.9,1.0,1.0,0.0,1.0,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,15,疑病,24,24,0.4166666666666667,-0.08333333333333333,0.8875000000000001,0.9583333333333334,1.0,0.125,0.5416666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,16,体重减轻,24,24,0.041666666666666664,0.041666666666666664,0.9187500000000001,0.9583333333333334,1.0,0.0,0.16666666666666666,0
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C16,17,自知力,24,24,0.2916666666666667,0.041666666666666664,0.9083333333333333,1.0,1.0,0.16666666666666666,0.2916666666666667,0
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C03,1,抑郁情绪,24,24,0.5,-0.25,0.9083333333333333,1.0,1.0,0.5,0.7083333333333334,0
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C03,2,有罪感,24,24,0.75,-0.4166666666666667,0.8916666666666666,1.0,1.0,0.16666666666666666,0.6666666666666666,0
