level,item_id,item_name,strategy,selected_model,selected_condition_id,selection_n,selection_frequency,model_entropy,condition_entropy,joint_entropy
route,12,胃肠道症状,CrossAI,Qwen3.7-Max,16,2,0.04,,,
route,12,胃肠道症状,WithinAI_GLM,GLM-5.2,3,25,0.5,,,
route,12,胃肠道症状,WithinAI_GLM,GLM-5.2,4,2,0.04,,,
route,12,胃肠道症状,WithinAI_GLM,GLM-5.2,11,12,0.24,,,
route,12,胃肠道症状,WithinAI_GLM,GLM-5.2,12,9,0.18,,,
route,12,胃肠道症状,WithinAI_GLM,GLM-5.2,15,2,0.04,,,
route,12,胃肠道症状,WithinAI_Kimi,Kimi-K2.6,3,28,0.56,,,
route,12,胃肠道症状,WithinAI_Kimi,Kimi-K2.6,7,3,0.06,,,
route,12,胃肠道症状,WithinAI_Kimi,Kimi-K2.6,15,18,0.36,,,
route,12,胃肠道症状,WithinAI_Kimi,Kimi-K2.6,16,1,0.02,,,
route,12,胃肠道症状,WithinAI_Qwen,Qwen3.7-Max,3,41,0.82,,,
route,12,胃肠道症状,WithinAI_Qwen,Qwen3.7-Max,4,3,0.06,,,
route,12,胃肠道症状,WithinAI_Qwen,Qwen3.7-Max,11,3,0.06,,,
route,12,胃肠道症状,WithinAI_Qwen,Qwen3.7-Max,16,3,0.06,,,
route,13,全身症状,CrossAI,GLM-5.2,15,49,0.98,,,
route,13,全身症状,CrossAI,Qwen3.7-Max,3,1,0.02,,,
route,13,全身症状,WithinAI_GLM,GLM-5.2,3,1,0.02,,,
route,13,全身症状,WithinAI_GLM,GLM-5.2,15,49,0.98,,,
route,13,全身症状,WithinAI_Kimi,Kimi-K2.6,3,25,0.5,,,
route,13,全身症状,WithinAI_Kimi,Kimi-K2.6,8,2,0.04,,,
route,13,全身症状,WithinAI_Kimi,Kimi-K2.6,11,23,0.46,,,
route,13,全身症状,WithinAI_Qwen,Qwen3.7-Max,3,27,0.54,,,
route,13,全身症状,WithinAI_Qwen,Qwen3.7-Max,11,12,0.24,,,
route,13,全身症状,WithinAI_Qwen,Qwen3.7-Max,12,11,0.22,,,
route,14,性症状,CrossAI,GLM-5.2,12,2,0.04,,,
route,14,性症状,CrossAI,Qwen3.7-Max,7,3,0.06,,,
route,14,性症状,CrossAI,Qwen3.7-Max,15,32,0.64,,,
route,14,性症状,CrossAI,Qwen3.7-Max,16,13,0.26,,,
route,14,性症状,WithinAI_GLM,GLM-5.2,4,2,0.04,,,
route,14,性症状,WithinAI_GLM,GLM-5.2,11,5,0.1,,,
route,14,性症状,WithinAI_GLM,GLM-5.2,12,14,0.28,,,
route,14,性症状,WithinAI_GLM,GLM-5.2,15,29,0.58,,,
route,14,性症状,WithinAI_Kimi,Kimi-K2.6,3,7,0.14,,,
route,14,性症状,WithinAI_Kimi,Kimi-K2.6,11,3,0.06,,,
route,14,性症状,WithinAI_Kimi,Kimi-K2.6,15,37,0.74,,,
route,14,性症状,WithinAI_Kimi,Kimi-K2.6,16,3,0.06,,,
route,14,性症状,WithinAI_Qwen,Qwen3.7-Max,7,4,0.08,,,
route,14,性症状,WithinAI_Qwen,Qwen3.7-Max,15,34,0.68,,,
route,14,性症状,WithinAI_Qwen,Qwen3.7-Max,16,12,0.24,,,
route,15,疑病,CrossAI,GLM-5.2,4,4,0.08,,,
route,15,疑病,CrossAI,GLM-5.2,16,6,0.12,,,
route,15,疑病,CrossAI,Qwen3.7-Max,7,6,0.12,,,
route,15,疑病,CrossAI,Qwen3.7-Max,16,34,0.68,,,
route,15,疑病,WithinAI_GLM,GLM-5.2,3,1,0.02,,,
route,15,疑病,WithinAI_GLM,GLM-5.2,4,12,0.24,,,
route,15,疑病,WithinAI_GLM,GLM-5.2,8,1,0.02,,,
route,15,疑病,WithinAI_GLM,GLM-5.2,12,5,0.1,,,
route,15,疑病,WithinAI_GLM,GLM-5.2,16,31,0.62,,,
route,15,疑病,WithinAI_Kimi,Kimi-K2.6,11,36,0.72,,,
route,15,疑病,WithinAI_Kimi,Kimi-K2.6,15,14,0.28,,,
route,15,疑病,WithinAI_Qwen,Qwen3.7-Max,7,7,0.14,,,
route,15,疑病,WithinAI_Qwen,Qwen3.7-Max,16,43,0.86,,,
route,16,体重减轻,CrossAI,GLM-5.2,4,2,0.04,,,
route,16,体重减轻,CrossAI,Kimi-K2.6,11,4,0.08,,,
route,16,体重减轻,CrossAI,Kimi-K2.6,15,9,0.18,,,
route,16,体重减轻,CrossAI,Qwen3.7-Max,3,3,0.06,,,
route,16,体重减轻,CrossAI,Qwen3.7-Max,4,7,0.14,,,
route,16,体重减轻,CrossAI,Qwen3.7-Max,12,2,0.04,,,
route,16,体重减轻,CrossAI,Qwen3.7-Max,15,22,0.44,,,
route,16,体重减轻,CrossAI,Qwen3.7-Max,16,1,0.02,,,
route,16,体重减轻,WithinAI_GLM,GLM-5.2,3,1,0.02,,,
route,16,体重减轻,WithinAI_GLM,GLM-5.2,4,12,0.24,,,
route,16,体重减轻,WithinAI_GLM,GLM-5.2,7,1,0.02,,,
route,16,体重减轻,WithinAI_GLM,GLM-5.2,11,7,0.14,,,
route,16,体重减轻,WithinAI_GLM,GLM-5.2,15,8,0.16,,,
route,16,体重减轻,WithinAI_GLM,GLM-5.2,16,21,0.42,,,
route,16,体重减轻,WithinAI_Kimi,Kimi-K2.6,3,1,0.02,,,
route,16,体重减轻,WithinAI_Kimi,Kimi-K2.6,11,11,0.22,,,
route,16,体重减轻,WithinAI_Kimi,Kimi-K2.6,12,1,0.02,,,
route,16,体重减轻,WithinAI_Kimi,Kimi-K2.6,15,37,0.74,,,
route,16,体重减轻,WithinAI_Qwen,Qwen3.7-Max,3,8,0.16,,,
route,16,体重减轻,WithinAI_Qwen,Qwen3.7-Max,4,8,0.16,,,
route,16,体重减轻,WithinAI_Qwen,Qwen3.7-Max,12,3,0.06,,,
route,16,体重减轻,WithinAI_Qwen,Qwen3.7-Max,15,29,0.58,,,
route,16,体重减轻,WithinAI_Qwen,Qwen3.7-Max,16,2,0.04,,,
route,17,自知力,CrossAI,Kimi-K2.6,4,1,0.02,,,
route,17,自知力,CrossAI,Kimi-K2.6,11,7,0.14,,,
route,17,自知力,CrossAI,Kimi-K2.6,12,12,0.24,,,
route,17,自知力,CrossAI,Qwen3.7-Max,3,23,0.46,,,
route,17,自知力,CrossAI,Qwen3.7-Max,4,5,0.1,,,
route,17,自知力,CrossAI,Qwen3.7-Max,11,2,0.04,,,
route,17,自知力,WithinAI_GLM,GLM-5.2,4,25,0.5,,,
route,17,自知力,WithinAI_GLM,GLM-5.2,7,7,0.14,,,
route,17,自知力,WithinAI_GLM,GLM-5.2,8,3,0.06,,,
route,17,自知力,WithinAI_GLM,GLM-5.2,11,7,0.14,,,
route,17,自知力,WithinAI_GLM,GLM-5.2,15,8,0.16,,,
route,17,自知力,WithinAI_Kimi,Kimi-K2.6,3,2,0.04,,,
route,17,自知力,WithinAI_Kimi,Kimi-K2.6,4,5,0.1,,,
route,17,自知力,WithinAI_Kimi,Kimi-K2.6,7,3,0.06,,,
route,17,自知力,WithinAI_Kimi,Kimi-K2.6,11,14,0.28,,,
route,17,自知力,WithinAI_Kimi,Kimi-K2.6,12,26,0.52,,,
route,17,自知力,WithinAI_Qwen,Qwen3.7-Max,3,34,0.68,,,
route,17,自知力,WithinAI_Qwen,Qwen3.7-Max,4,15,0.3,,,
route,17,自知力,WithinAI_Qwen,Qwen3.7-Max,11,1,0.02,,,
summary,1,抑郁情绪,CrossAI,GLM-5.2,7,50,0.58,0.987298699737119,1.4434669541469458,1.569972334338065
summary,1,抑郁情绪,WithinAI_GLM,GLM-5.2,7,50,0.84,0.0,0.7943095546405661,0.7943095546405661
summary,1,抑郁情绪,WithinAI_Kimi,Kimi-K2.6,3,50,0.94,0.0,0.38254266919774566,0.38254266919774566
summary,1,抑郁情绪,WithinAI_Qwen,Qwen3.7-Max,8,50,0.4,0.0,2.093154776305928,2.093154776305928
summary,2,有罪感,CrossAI,Qwen3.7-Max,8,50,0.44,0.9895875212220555,1.8038414724178646,1.8038414724178646
summary,2,有罪感,WithinAI_GLM,GLM-5.2,8,50,0.98,0.0,0.14144054254182067,0.14144054254182067
summary,2,有罪感,WithinAI_Kimi,Kimi-K2.6,12,50,0.74,0.0,1.3337629491660326,1.3337629491660326
summary,2,有罪感,WithinAI_Qwen,Qwen3.7-Max,15,50,0.48,0.0,1.8152756124090004,1.8152756124090004
summary,3,自杀,CrossAI,GLM-5.2,15,50,0.6,0.3274449191544763,1.3246240823663442,1.3246240823663442
summary,3,自杀,WithinAI_GLM,GLM-5.2,15,50,0.64,0.0,1.054118823749609,1.054118823749609
summary,3,自杀,WithinAI_Kimi,Kimi-K2.6,12,50,0.38,0.0,1.5775765559836068,1.5775765559836068
summary,3,自杀,WithinAI_Qwen,Qwen3.7-Max,16,50,0.62,0.0,1.6192247882467974,1.6192247882467974
summary,4,入睡困难,CrossAI,GLM-5.2,11,50,0.48,1.4619011889093374,1.7126291922749681,1.9926291922749682
summary,4,入睡困难,WithinAI_GLM,GLM-5.2,11,50,0.98,0.0,0.14144054254182067,0.14144054254182067
summary,4,入睡困难,WithinAI_Kimi,Kimi-K2.6,3,50,0.68,0.0,1.0123142790419384,1.0123142790419384
summary,4,入睡困难,WithinAI_Qwen,Qwen3.7-Max,3,50,0.6,0.0,1.2699844663844981,1.2699844663844981
summary,5,睡眠不深,CrossAI,GLM-5.2,3,50,0.44,0.92481870497303,1.251314688649721,1.9454513993116462
summary,5,睡眠不深,WithinAI_GLM,GLM-5.2,3,50,0.68,0.0,1.3035994573783387,1.3035994573783387
summary,5,睡眠不深,WithinAI_Kimi,Kimi-K2.6,16,50,0.34,0.0,2.06206636721671,2.06206636721671
summary,5,睡眠不深,WithinAI_Qwen,Qwen3.7-Max,3,50,0.62,0.0,1.1425171113097465,1.1425171113097465
summary,6,早醒,CrossAI,Qwen3.7-Max,3,50,0.34,1.4439032709191701,2.369624376742102,2.847344895196862
summary,6,早醒,WithinAI_GLM,GLM-5.2,15,50,0.5,0.0,2.04360515566949,2.04360515566949
summary,6,早醒,WithinAI_Kimi,Kimi-K2.6,16,50,0.54,0.0,1.6958259384333743,1.6958259384333743
summary,6,早醒,WithinAI_Qwen,Qwen3.7-Max,3,50,0.7,0.0,1.3089724589357756,1.3089724589357756
summary,7,工作和活动,CrossAI,Kimi-K2.6,11,50,0.38,1.1720147574921704,1.4499723343380653,2.0991987375125607
summary,7,工作和活动,WithinAI_GLM,GLM-5.2,11,50,0.96,0.0,0.2822921890824148,0.2822921890824148
summary,7,工作和活动,WithinAI_Kimi,Kimi-K2.6,4,50,0.42,0.0,1.637281945164636,1.637281945164636
summary,7,工作和活动,WithinAI_Qwen,Qwen3.7-Max,3,50,0.8,0.0,0.7219280948873623,0.7219280948873623
summary,8,迟滞,CrossAI,GLM-5.2,11,50,0.22,1.5495875212220558,1.9060373108197468,2.8691224679125
summary,8,迟滞,WithinAI_GLM,GLM-5.2,4,50,0.58,0.0,1.3671381453365394,1.3671381453365394
summary,8,迟滞,WithinAI_Kimi,Kimi-K2.6,11,50,0.78,0.0,1.1061447090189018,1.1061447090189018
summary,8,迟滞,WithinAI_Qwen,Qwen3.7-Max,3,50,0.68,0.0,1.220765268376813,1.220765268376813
summary,9,激越,CrossAI,Qwen3.7-Max,11,50,0.7,0.6073635558851669,1.1322831218130427,1.4158720182947038
summary,9,激越,WithinAI_GLM,GLM-5.2,12,50,0.88,0.0,0.6073635558851669,0.6073635558851669
summary,9,激越,WithinAI_Kimi,Kimi-K2.6,3,50,0.68,0.0,1.3770908981924883,1.3770908981924883
summary,9,激越,WithinAI_Qwen,Qwen3.7-Max,11,50,0.8,0.0,0.898186274733501,0.898186274733501
summary,10,精神性焦虑,CrossAI,GLM-5.2,16,50,0.94,0.0,0.38254266919774566,0.38254266919774566
summary,10,精神性焦虑,WithinAI_GLM,GLM-5.2,16,50,0.94,0.0,0.38254266919774566,0.38254266919774566
