scale,cohort,model,thinking_mode,item_id,item_name,selected_condition_id,selected_rho,runner_up_condition_id,runner_up_rho,winner_runner_up_delta,selection_reason,n_common,repeat,fold,validation_layer,train_subject_n,test_subject_n
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,11,0.5807265297593734,7.0,0.5192329397296723,0.06149359002970112,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,11,0.4409386771416637,3.0,0.4409175899885409,2.1087153122767432e-05,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,7,0.3742766984305669,16.0,0.32285116732330665,0.051425531107260225,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,3,0.5117293168706787,12.0,0.4338148175389727,0.07791449933170597,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,8,0.20916392235236048,3.0,0.19076534978847914,0.018398572563881332,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,16,0.2974945957133763,7.0,0.26628615060339555,0.03120844510998072,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,7,0.6594226044051861,3.0,0.6076021875523632,0.051820416852822904,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,11,0.25596078503665476,15.0,0.2439024694047794,0.012058315631875371,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,11,0.3510261043995586,7.0,0.2895896482334911,0.06143645616606752,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,8,0.4654327124559599,12.0,0.4022880105457147,0.06314470191024518,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,7,0.5337571060672983,16.0,0.5054862277253309,0.028270878341967398,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,7,0.43166910964557453,8.0,0.42909336133876996,0.0025757483068045706,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,11,0.583246649935878,3.0,0.5717507722822367,0.011495877653641351,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,3,,,,,all_not_estimable_fallback_c03,27,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,7,0.25312192548240103,4.0,0.21812271193997346,0.034999213542427576,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,7,0.29820530495703335,11.0,0.2161333244549464,0.08207198050208694,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,8,0.22043622256349288,7.0,0.18617021547838541,0.034266007085107464,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,4,0.5571339448616488,3.0,0.5487113448542552,0.008422600007393588,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感,3,0.4716894259669208,8.0,0.46500490166621,0.006684524300710815,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀,8,0.3874244643830636,4.0,0.36461883042454196,0.022805633958521643,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难,12,0.48099928220000154,3.0,0.45045556946376514,0.030543712736236406,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深,15,0.22430676124441265,11.0,0.1708450548704486,0.05346170637396405,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒,3,0.28743098248388615,4.0,0.27651901367063353,0.010911968813252626,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动,3,0.6405222362560883,8.0,0.6162029131374859,0.02431932311860241,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞,15,0.4624877138980432,16.0,0.3717998270588913,0.09068788683915191,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越,11,0.38228409676246405,4.0,0.362327591508618,0.01995650525384607,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑,4,0.496401564231017,11.0,0.44804494591360194,0.04835661831741506,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑,11,0.5918582466117213,12.0,0.570560656898306,0.02129758971341522,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状,11,0.43167130755122984,3.0,0.4307199150090509,0.0009513925421789637,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状,3,0.549896169953265,4.0,0.5085238419884596,0.04137232796480539,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状,7,0.41291059321690876,3.0,0.4077172358242528,0.005193357392655973,max_corrected_rho,38,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病,15,0.273672823445041,16.0,0.24302124107761333,0.030651582367427682,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻,12,0.28991021358351327,7.0,0.250075674048648,0.039834539534865265,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力,8,0.17190095097404903,3.0,0.059404711184532714,0.11249623978951631,max_corrected_rho,79,0,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,16,0.5991005168012317,15.0,0.5501793570997164,0.04892115970151523,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,2,有罪感,4,0.38032866260250975,12.0,0.3747457414142595,0.005582921188250267,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,3,自杀,15,0.511627997042277,3.0,0.4886477712702221,0.02298022577205494,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,4,入睡困难,3,0.5124574349238661,16.0,0.48815643972999784,0.024300995193868247,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,5,睡眠不深,3,0.21781595492355715,7.0,0.18423086176743658,0.03358509315612057,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,6,早醒,3,0.39059200108989167,4.0,0.34434096904020894,0.04625103204968273,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,8,0.6662300942632416,15.0,0.6134808098668416,0.05274928439640003,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,15,0.480876916911293,4.0,0.45737758283653174,0.023499334074761236,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,15,0.4389358746992088,7.0,0.3856084985380953,0.05332737616111349,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,16,0.5996073447531142,15.0,0.5357013181844531,0.06390602656866107,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,7,0.544024394529447,3.0,0.4953158138462358,0.048708580683211156,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,12,0.5176117687122687,16.0,0.4905587395468043,0.02705302916546437,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,15,0.6040473435044812,3.0,0.5495027325838251,0.0545446109206561,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,3,0.4718102691248758,7.0,0.4594894751821892,0.012320793942686592,max_corrected_rho,37,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,16,0.1904462789206405,8.0,0.160488381390653,0.02995789752998751,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,15,0.2433331392928166,7.0,0.23106785626723084,0.012265283025585771,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,11,0.10700959567194998,3.0,0.051866396010690714,0.055143199661259266,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,11,0.5678803279619794,8.0,0.5676987249415983,0.00018160302038106035,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,8,0.396986863517643,3.0,0.39137395794515983,0.005612905572483173,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,7,0.4281501493367576,3.0,0.412397872056329,0.015752277280428606,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,3,0.5864223529593997,12.0,0.5774921952686614,0.00893015769073835,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,3,0.2564079775025699,8.0,0.2031949059189318,0.05321307158363808,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,3,0.3958222994383898,11.0,0.3518836568895423,0.043938642548847495,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,3,0.6467967013057179,7.0,0.6180423354646991,0.02875436584101876,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,8,0.3214653226846049,12.0,0.2800141104734819,0.04145121221112302,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,11,0.2178842834920194,8.0,0.18932633819467065,0.028557945297348758,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,8,0.4450610234650011,15.0,0.4038547918928269,0.04120623157217418,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,7,0.5167537159986633,16.0,0.49576011534887304,0.020993600649790223,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,7,0.5050616287568953,3.0,0.4641837062468656,0.040877922510029696,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,11,0.5785085631709928,12.0,0.5411579027705472,0.037350660400445546,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,4,0.36095047426538907,3.0,0.33562600356639855,0.02532447069899052,max_corrected_rho,32,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,4,0.20398045421304045,11.0,0.17026282707242224,0.03371762714061821,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,7,0.2891779762011424,12.0,0.2488896008273574,0.04028837537378499,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,8,0.306385950148211,12.0,0.27164517919844183,0.034740770949769184,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,4,0.5695912542034076,3.0,0.5434180043815077,0.026173249821899947,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感,8,0.3616659914657165,15.0,0.34009398287703396,0.021572008588682523,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀,16,0.45826591223587193,4.0,0.4346830452716967,0.02358286696417522,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难,3,0.5491431013717747,12.0,0.5375945865296482,0.01154851484212649,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深,15,0.2750440821507436,3.0,0.21447761757738737,0.06056646457335624,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒,3,0.37434548212317187,4.0,0.33583059302668705,0.03851488909648482,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动,3,0.6318138913619677,8.0,0.6144906243651616,0.017323266996806197,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞,15,0.41050994131936835,16.0,0.36732910534133706,0.043180835978031296,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越,11,0.33827302548873034,3.0,0.3209863960051878,0.017286629483542537,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑,15,0.4313897225521459,3.0,0.4263162504563951,0.0050734720957508195,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑,11,0.5132246571348559,3.0,0.49990468741405936,0.01331996972079652,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状,11,0.502938896639572,3.0,0.49167985369752715,0.011259042942044883,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状,3,0.5943818114923431,4.0,0.5168221749509683,0.07755963654137488,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状,7,0.37845403353725937,3.0,0.36779141022071554,0.010662623316543829,max_corrected_rho,39,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病,15,0.11971451404118445,11.0,0.11904997626669564,0.0006645377744888131,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻,12,0.26470780459669596,7.0,0.24509370368326272,0.01961410091343324,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力,8,0.19220019465968066,3.0,0.09951995696608185,0.09268023769359882,max_corrected_rho,79,0,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,16,0.546543974611278,15.0,0.5177879192811272,0.028756055330150798,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,2,有罪感,4,0.42503071674203513,12.0,0.42015784338448164,0.004872873357553487,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,3,自杀,16,0.36684960911097625,15.0,0.3560433154308603,0.01080629368011593,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,4,入睡困难,16,0.42771930761346794,3.0,0.38909697867222065,0.038622328941247286,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,5,睡眠不深,11,0.25016258199541624,8.0,0.23282055718889155,0.017342024806524692,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,6,早醒,3,0.36908876830044457,7.0,0.35125804685895845,0.01783072144148612,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,8,0.6059754422077964,7.0,0.5951625982147275,0.010812843993068921,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,11,0.5164478829810175,7.0,0.5151915110617877,0.0012563719192297818,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,7,0.4320585594516531,15.0,0.3614844307770379,0.07057412867461521,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,7,0.48871264430668365,16.0,0.483954554316035,0.00475808999064864,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,7,0.5752880837000278,3.0,0.5141832595939304,0.06110482410609741,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,12,0.4072702016272059,11.0,0.40198389855886196,0.005286303068343934,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,11,0.5707796033183105,15.0,0.5376421488318711,0.033137454486439344,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,7,0.5966739636150777,11.0,0.5731694916161943,0.02350447199888339,max_corrected_rho,36,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,8,0.07166793570371041,7.0,0.056707142838276096,0.014960792865434315,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,7,0.20320045436425688,8.0,0.17494601316397235,0.02825444120028453,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,11,0.16946650781934197,3.0,0.13024403247830232,0.03922247534103965,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,11,0.5507975203664273,8.0,0.5332735317571837,0.017523988609243535,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,3,0.4285438471104209,8.0,0.3715092404797631,0.05703460663065779,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,7,0.3472001617781883,16.0,0.3116795861784855,0.035520575599702786,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,3,0.474187625531456,12.0,0.4069582389915043,0.0672293865399517,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,16,0.255796858253113,3.0,0.25132523949153923,0.004471618761573759,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,8,0.3749249293913382,7.0,0.34229760286912053,0.03262732652221767,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,3,0.6238946711314737,8.0,0.6134905228022337,0.01040414832923997,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,15,0.3600502926057555,16.0,0.32426784663593894,0.035782445969816556,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,7,0.2744461648518974,11.0,0.2514350289046278,0.023011135947269556,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,8,0.49899178440581654,12.0,0.406412735683734,0.09257904872208256,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,7,0.5267713975609714,15.0,0.4391550381350317,0.08761635942593965,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,8,0.3740345937580115,7.0,0.37238307666206244,0.0016515170959490733,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,11,0.5964302029253052,3.0,0.5561909677909281,0.040239235134377105,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,3,,,,,all_not_estimable_fallback_c03,29,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,4,0.10128514168116075,16.0,0.09948569969962698,0.0017994419815337698,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,7,0.2295201010708214,16.0,0.21997288483818295,0.009547216232638461,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,8,0.3770958783751242,7.0,0.31347068041239634,0.06362519796272786,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,8,0.5447548355578158,4.0,0.5160533023007875,0.02870153325702829,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感,15,0.41391341156803346,4.0,0.387163859365048,0.02674955220298547,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀,16,0.3742774375616392,12.0,0.3608995032270305,0.01337793433460871,max_corrected_rho,79,0,2,repeated_10x5_oof,79,20
