condition_id,inner_mean_mae,inner_se,inner_valid_fold_n,scale,cohort,model,thinking_mode,item_id,item_name,repeat,fold,outer_train_subject_n,outer_validation_subject_n
15,0.35583333333333333,0.10334341348683578,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,6,早醒,0,0,79,20
16,0.36833333333333335,0.09280168520979443,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,6,早醒,0,0,79,20
3,0.6308333333333334,0.0941390077373762,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,0,0,79,20
4,0.6316666666666666,0.0626470492344035,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,0,0,79,20
7,0.6566666666666666,0.10351965728519605,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,0,0,79,20
8,0.6308333333333334,0.07828012377211585,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,0,0,79,20
11,0.5433333333333333,0.0813471641245785,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,0,0,79,20
12,0.6558333333333334,0.04881583873202539,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,0,0,79,20
15,0.6708333333333333,0.023199018178458423,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,0,0,79,20
16,0.8108333333333334,0.043632779471911305,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,0,0,79,20
3,0.5549999999999999,0.09949874371066199,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,0,0,79,20
4,0.5666666666666667,0.1488380924957646,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,0,0,79,20
7,0.6558333333333334,0.08637772346566625,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,0,0,79,20
8,0.7708333333333333,0.12201292053621934,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,0,0,79,20
11,0.5425,0.1019803902718557,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,0,0,79,20
12,0.5425,0.12123066856204331,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,0,0,79,20
15,0.6975,0.12031209415515963,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,0,0,79,20
16,0.8083333333333333,0.1501446062227271,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,0,0,79,20
3,0.62,0.12032508051108878,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,0,0,79,20
4,0.6183333333333334,0.09718789076377318,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,0,0,79,20
7,0.7849999999999999,0.10921595579401391,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,0,0,79,20
8,0.7341666666666666,0.112456781822075,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,0,0,79,20
11,0.6075,0.09139543205215456,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,0,0,79,20
12,0.5041666666666667,0.09066689644578727,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,0,0,79,20
15,0.6325000000000001,0.10559356040971438,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,0,0,79,20
16,0.6950000000000001,0.09258442093570601,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,0,0,79,20
3,0.5675,0.10243900624273938,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,0,0,79,20
4,0.53,0.07578753195612059,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,0,0,79,20
7,0.5541666666666667,0.09917191862843254,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,0,0,79,20
8,0.6208333333333333,0.08079466429027214,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,0,0,79,20
11,0.5691666666666666,0.05069996164802407,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,0,0,79,20
12,0.5325,0.0990265116016918,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,0,0,79,20
15,0.49083333333333334,0.07503934153347681,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,0,0,79,20
16,0.48,0.05598548919139672,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,0,0,79,20
3,0.5791666666666667,0.0948774794727975,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,0,0,79,20
4,0.5175,0.08048680016002623,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,0,0,79,20
7,0.5683333333333334,0.0743560316614896,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,0,0,79,20
8,0.58,0.059895742753554686,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,0,0,79,20
11,0.63,0.07772145778354907,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,0,0,79,20
12,0.5666666666666667,0.0982485510212633,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,0,0,79,20
15,0.5433333333333333,0.08825664910425227,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,0,0,79,20
16,0.5541666666666667,0.1011221758292633,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,0,0,79,20
3,0.13999999999999999,0.05068283733178323,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,0,0,79,20
4,0.19,0.05235097897842981,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,0,0,79,20
7,0.2525,0.03860861302870124,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,0,0,79,20
8,0.20416666666666666,0.03974746672570607,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,0,0,79,20
11,0.13999999999999999,0.05440013786747236,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,0,0,79,20
12,0.16499999999999998,0.04282960424752953,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,0,0,79,20
15,0.19083333333333333,0.05692343785979355,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,0,0,79,20
16,0.22833333333333333,0.05841363520427211,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,0,0,79,20
3,0.29,0.04096492402043485,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,0,0,79,20
4,0.34500000000000003,0.07099735910581462,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,0,0,79,20
7,0.4066666666666666,0.03166666666666667,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,0,0,79,20
8,0.39333333333333337,0.08352685862111127,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,0,0,79,20
11,0.32916666666666666,0.04583333333333333,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,0,0,79,20
12,0.36833333333333335,0.0486019832700043,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,0,0,79,20
15,0.2783333333333333,0.08033566732432391,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,0,0,79,20
16,0.33083333333333337,0.06651806354500842,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,0,0,79,20
3,0.29320346320346324,0.0414128492289271,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,0,0,79,20
4,0.2714452214452214,0.05218153203815837,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,0,0,79,20
7,0.3786363636363636,0.047800809149761266,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,0,0,79,20
8,0.41060606060606064,0.04658800051143978,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,0,0,79,20
11,0.24383838383838388,0.046782891257344174,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,0,0,79,20
12,0.2836674436674437,0.0649824772713851,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,0,0,79,20
15,0.30606060606060603,0.057725085459238615,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,0,0,79,20
16,0.34996114996114996,0.054216951757663175,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,0,0,79,20
3,0.40499999999999997,0.05763570941699251,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,0,0,79,20
4,0.365,0.09448875594482128,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,0,0,79,20
7,0.5025000000000001,0.09060560137210061,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,0,0,79,20
8,0.4683333333333334,0.024209731743889917,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,0,0,79,20
11,0.4416666666666667,0.057206375907274926,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,0,0,79,20
12,0.4166666666666667,0.03486083443891982,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,0,0,79,20
15,0.44333333333333336,0.08634756961129697,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,0,0,79,20
16,0.39333333333333337,0.10050739331567161,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,0,0,79,20
3,0.22666666666666666,0.06371867422070585,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,0,0,79,20
4,0.19083333333333333,0.053382139127031776,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,0,0,79,20
7,0.22833333333333333,0.047331572737209754,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,0,0,79,20
8,0.305,0.06830538046157125,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,0,0,79,20
11,0.24083333333333332,0.054060793967943575,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,0,0,79,20
12,0.26749999999999996,0.045000000000000005,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,0,0,79,20
15,0.2783333333333333,0.04644291597697591,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,0,0,79,20
16,0.22916666666666666,0.04007371679514863,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,0,0,79,20
3,0.2783333333333333,0.04644291597697591,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,0,0,79,20
4,0.29,0.06341825446982911,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,0,0,79,20
7,0.2925,0.07454025757937785,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,0,0,79,20
8,0.30583333333333335,0.06706392058658996,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,0,0,79,20
11,0.2925,0.060026036017714834,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,0,0,79,20
12,0.35666666666666663,0.07904156782633073,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,0,0,79,20
15,0.3158333333333333,0.05850273023068619,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,0,0,79,20
16,0.3416666666666667,0.06095307849303246,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,0,0,79,20
3,0.6208333333333333,0.0831769365736547,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,0,0,79,20
4,0.7216666666666667,0.08953390109028224,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,0,0,79,20
7,0.7241666666666667,0.0571972707196574,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,0,0,79,20
8,0.7358333333333333,0.056297819180181785,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,0,0,79,20
11,0.6941666666666666,0.07529571332051012,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,0,0,79,20
12,0.7975,0.05367727638395972,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,0,0,79,20
15,0.76,0.09324028099485758,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,0,0,79,20
16,0.8741666666666668,0.033860416089850076,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,0,0,79,20
3,0.595,0.06988830374247182,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,0,0,79,20
4,0.6075,0.05722761571129798,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,0,0,79,20
7,0.5666666666666667,0.07833998198734653,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,0,0,79,20
8,0.63,0.07772145778354907,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,0,0,79,20
11,0.6558333333333334,0.08173041729436545,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,0,0,79,20
12,0.5933333333333334,0.06721906558245047,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,0,0,79,20
15,0.6174999999999999,0.0653834841531101,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,0,0,79,20
16,0.6825,0.02391390808713624,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,0,0,79,20
3,0.6341666666666667,0.07381470795926182,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,0,0,79,20
4,0.8225,0.08017558855412288,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,0,0,79,20
7,1.0116666666666667,0.16115037835650414,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,0,0,79,20
8,0.9083333333333334,0.07614861201040445,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,0,0,79,20
11,0.6141666666666666,0.12557230099738467,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,0,0,79,20
12,0.6791666666666667,0.09785015471514481,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,0,0,79,20
15,0.7683333333333333,0.08628723028995143,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,0,0,79,20
16,0.8291666666666666,0.14349312798102137,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,0,0,79,20
3,0.39249999999999996,0.05370637764735208,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,0,0,79,20
4,0.41833333333333333,0.051817655721235055,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,0,0,79,20
7,0.5591666666666667,0.13582566440518928,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,0,0,79,20
8,0.48250000000000004,0.07011151831190078,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,0,0,79,20
11,0.4175,0.030771334062727924,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,0,0,79,20
12,0.39416666666666667,0.05403188359149108,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,0,0,79,20
15,0.48166666666666663,0.05201829272263535,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,0,0,79,20
16,0.47000000000000003,0.09622564626958864,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,0,0,79,20
3,0.6458333333333333,0.08715208609729955,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,0,0,79,20
4,0.6083333333333333,0.028259708263021942,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,0,0,79,20
7,0.6575,0.07369701486491836,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,0,0,79,20
8,0.5433333333333333,0.03923309968777781,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,0,0,79,20
11,0.6058333333333333,0.06980379247895091,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,0,0,79,20
12,0.5691666666666666,0.05069996164802407,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,0,0,79,20
15,0.6325000000000001,0.05055937104039171,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,0,0,79,20
16,0.5558333333333334,0.058118652580542315,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,0,0,79,20
3,0.4458333333333333,0.11722337413862664,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,0,0,79,20
4,0.43083333333333335,0.11106804721030757,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,0,0,79,20
7,0.4541666666666667,0.08079466429027214,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,0,0,79,20
8,0.44333333333333336,0.06277163195088827,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,0,0,79,20
11,0.39416666666666667,0.09369535444430767,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,0,0,79,20
12,0.4333333333333333,0.10773069561539912,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,0,0,79,20
15,0.39416666666666667,0.10169227819477959,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,0,0,79,20
16,0.39416666666666667,0.09158708666861527,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,0,0,79,20
3,0.5691666666666666,0.09798844886572657,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,0,0,79,20
4,0.5433333333333333,0.05206833117271102,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,0,0,79,20
7,0.6174999999999999,0.08372201024820175,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,0,0,79,20
8,0.7474999999999999,0.06192233038250417,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,0,0,79,20
11,0.5566666666666666,0.08634756961129697,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,0,0,79,20
12,0.63,0.11433230077279122,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,0,0,79,20
15,0.6283333333333333,0.10160517265922592,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,0,0,79,20
16,0.7333333333333333,0.051200857197685454,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,0,0,79,20
3,0.5058333333333334,0.042483656988436286,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,0,0,79,20
4,0.5425,0.04249999999999999,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,0,0,79,20
7,0.7866666666666667,0.08487531705062694,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,0,0,79,20
8,0.8,0.0723489806424389,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,0,0,79,20
11,0.5175,0.061186191252602086,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,0,0,79,20
12,0.505,0.05326818938165628,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,0,0,79,20
15,0.7241666666666667,0.07997829566687313,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,0,0,79,20
16,0.7491666666666668,0.05863611894084092,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,0,0,79,20
3,0.5316666666666666,0.050390833602066074,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,0,0,79,20
4,0.595,0.0609302880347697,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,0,0,79,20
7,0.7108333333333333,0.06330865747361186,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,0,0,79,20
8,0.6566666666666666,0.10903299704421797,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,0,0,79,20
11,0.5700000000000001,0.059765165439409594,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,0,0,79,20
12,0.5816666666666667,0.04790035954399971,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,0,0,79,20
15,0.6233333333333333,0.11434900281351142,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,0,0,79,20
16,0.7,0.11924240017711821,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,0,0,79,20
3,0.6458333333333333,0.03090082702956526,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,0,0,79,20
4,0.7208333333333333,0.03333333333333334,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,0,0,79,20
7,0.6591666666666667,0.08209919474500207,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,0,0,79,20
8,0.6075,0.06955213871621778,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,0,0,79,20
11,0.6716666666666666,0.044670864230626994,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,0,0,79,20
12,0.6566666666666666,0.04607135166721771,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,0,0,79,20
15,0.5308333333333334,0.020095259252979156,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,0,0,79,20
