scale,cohort,model,thinking_mode,item_id,item_name,method,comparison,condition_id,condition_full_name,baseline_condition_id,baseline_condition_full_name,n_common,rho_condition,rho_baseline,delta_rho,delta_ci_low,delta_ci_high,paired_p_value,estimability,fdr_family,q_value_fdr,significant_fdr_05
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.5878136533373409,0.6389858060319383,-0.051172152694597406,-0.11285434524717324,0.00910929601755293,0.10188981101889812,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4329251285397776,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.5761474831931207,0.6309525360231479,-0.054805052830027234,-0.12747188967345105,0.013628026205494125,0.1468853114688531,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4329251285397776,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.39270034809189724,0.46518980920643105,-0.0724894611145338,-0.1473460841655151,-0.0025528529604277716,0.053094690530946904,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.31611384316113844,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,186,0.48092101691271416,0.4613546657889695,0.019566351123744663,-0.07159019047328147,0.11343493075612046,0.688931106889311,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8573364885733649,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,184,0.3709135699971707,0.4797595033101466,-0.10884593331297593,-0.2028216330986551,-0.021192558384874254,0.024797520247975203,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.27773222677732223,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,184,0.4676957281019521,0.47328664288977845,-0.005590914787826362,-0.06742722052652107,0.0579241349960672,0.8616138386161384,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.9513765604571618,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,187,0.42035897237493025,0.4657590787915222,-0.04540010641659192,-0.12216816017335118,0.025767906602949187,0.23097690230976903,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.49655034496550343,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.3931962478544064,0.4652569927261235,-0.0720607448717171,-0.1655402528536541,0.01870927847096329,0.14478552144785523,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4329251285397776,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.3725517053712591,0.45978558875243336,-0.08723388338117427,-0.1709339101167064,-0.008713964839922445,0.03849615038496151,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.30796920307969206,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.14032130674686147,0.09212988977430518,0.048191416972556286,-0.09465180601796663,0.1927177138568143,0.5686431356864313,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8509846689749628,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,186,0.17218903079123987,0.08879102211845477,0.0833980086727851,-0.025700854369772656,0.20757777900302146,0.19638036196380362,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4789854347898544,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,184,0.18374550318197733,0.08792567335714815,0.09581982982482917,-0.012109958572321907,0.21664294171852125,0.12258774122587741,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4329251285397776,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,184,0.11236781380754321,0.08742758905400805,0.024940224753535162,-0.0023074665320005835,0.08404122184490932,0.6178382161783822,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8509846689749628,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,187,0.17593053897732994,0.08750175079049749,0.08842878818683245,-0.02895586361097626,0.21626600728847284,0.20527947205279473,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4789854347898544,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.19787384646927053,0.10981363761432586,0.08806020885494467,-0.03282403105426401,0.2278976679682448,0.21547845215478453,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4826717328267173,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.1930037290008341,0.0895134187848045,0.1034903102160296,-0.009549971892666693,0.2281247156254896,0.11608839116088392,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4329251285397776,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.3210519676610783,0.37378810794246803,-0.05273614028138973,-0.15402502706540555,0.043918284088314705,0.31226877312268775,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.5640984288667908,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,186,0.37195876646948955,0.3881955904398903,-0.01623682397040077,-0.1075047063671991,0.07776597172465559,0.7439256074392561,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.867913208679132,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,184,0.25507137829277393,0.39638134937546066,-0.14130997108268673,-0.2522049327908551,-0.03107667987103267,0.015998400159984,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.22397760223977603,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,184,0.44999601605945605,0.3884109068055257,0.06158510925393035,-0.01571031709941003,0.14743162258427506,0.1336866313368663,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4329251285397776,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,187,0.32602389426947537,0.3939708734649327,-0.06794697919545734,-0.15748295215136185,0.023526870581872122,0.14588541145885411,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4329251285397776,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.4240167982004658,0.39542954377780976,0.028587254422656028,-0.09211659997531829,0.15073498708065927,0.6476352364763523,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8509846689749628,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.3156134718719176,0.3869743252747389,-0.07136085340282133,-0.18684637725561026,0.048299171989350576,0.24827517248275172,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.49655034496550343,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.3055716301802361,0.2522449530244891,0.05332667715574696,-0.027344178521628446,0.14085165878448566,0.24817518248175183,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.49655034496550343,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,186,0.2839005549964448,0.24757195195093296,0.03632860304551183,-0.08404402975525627,0.1545093466173873,0.593040695930407,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8509846689749628,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,184,0.21447464874202216,0.24499390101598734,-0.03051925227396518,-0.14370226108998146,0.0843539523784462,0.6345365463453655,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8509846689749628,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,184,0.24809187467065036,0.23257942866362538,0.015512446007024977,-0.061670040373581037,0.09300962776926637,0.6534346565343465,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8509846689749628,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,187,0.2554068940820179,0.24461063980104994,0.010796254280967948,-0.06506213454234511,0.08701962167919212,0.8594140585941406,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.9513765604571618,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.24979781970027617,0.2528185762506705,-0.0030207565503943268,-0.13808258497366868,0.1357183440646139,0.97000299970003,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.986901309869013,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.33094469934485754,0.24870054104517983,0.08224415829967771,-0.03083839269142665,0.19854939676314198,0.20307969203079693,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.4789854347898544,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.11371526605140729,0.10417703699018654,0.009538229061220746,-0.12575217982174136,0.13106619897921468,0.9203079692030797,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.9543934495439345,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,186,0.09000540716439588,0.10132426508822295,-0.011318857923827072,-0.14102650886522183,0.11656424398347214,0.9004099590040996,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.9513765604571618,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,184,0.05215479334486711,0.10056236935029243,-0.04840757600542532,-0.16627939645034387,0.07405949957296044,0.5314468553144686,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8509846689749628,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,184,0.10749935283755589,0.1081392452043062,-0.0006398923667503137,-0.014501348237809433,0.00400812394407839,0.8901109889011098,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.9513765604571618,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,187,0.04835494132190496,0.10011379213025065,-0.05175885080834569,-0.18860900317533333,0.07203775343688425,0.5696430356964304,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.8509846689749628,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.06650791250702853,0.09934718700449632,-0.03283927449746779,-0.15992503722700355,0.09725173009434691,0.6732326767323268,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.856841588568416,False
PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.1286887705225766,0.10175195648793554,0.026936814034641057,-0.1017583266736039,0.15611312956239945,0.7375262473752625,正式,PHQ-8|DAIC-WOZ全量189人|DeepSeek-V4-Pro|思考|Spearman,0.867913208679132,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,36,0.6163925218776938,0.5498227992431718,0.06656972263452199,-0.0896179905242314,0.21799058208759603,0.46265373462653736,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.8602467878212179,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,36,0.5958769742236205,0.5070165053613839,0.08886046886223664,-0.08701879674291134,0.25525228674166034,0.3297670232976702,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.8040474641060484,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,34,0.5521562618199314,0.504713519527182,0.04744274229274936,-0.26733881590030356,0.38009063642694624,0.8269173082691731,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.9490984863777774,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,43,0.617591391830761,0.6119200105029362,0.005671381327824743,-0.179677563519327,0.18633906244525303,0.9506049395060494,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.9735667458895136,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,32,0.5984106284949667,0.48311517557630307,0.11529545291866367,-0.08161036953543183,0.29952540597090505,0.24237576242375763,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.7078340946393166,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,35,0.5469149649405086,0.5818208670973627,-0.034905902156854074,-0.20710594007144117,0.11863615717570392,0.6637336266373363,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.9078655352855519,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,36,0.5952467026046082,0.49466287923633484,0.10058382336827337,-0.07602968682608144,0.2618644658106463,0.24387561243875613,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.7078340946393166,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,2,有罪感,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,36,0.43568311292066114,0.3526434243352176,0.08303968858544353,-0.16426143369569188,0.3374131610550484,0.5458454154584541,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.8777784383723789,False
HAMD-17,PDCH标签99人,GLM-5.2,思考,2,有罪感,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,36,0.284827274042739,0.30329516124809486,-0.01846788720535586,-0.24644474332182567,0.20214520680015144,0.8753124687531247,正式,HAMD-17|PDCH标签99人|GLM-5.2|思考|Spearman,0.9644646646446468,False
