scale,cohort,model,thinking_mode,condition_id,condition_full_name,scope,structure,task,cleaning,pathway,item_id,item_name,method,n,n_unique_predicted,rho,p_value,ci_low,ci_high,predicted_mean,predicted_zero_rate,predicted_positive_rate,gold_total_mean,estimability
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,4,04_全文_不规整_评分_清洗,全文,不规整,逐条评分,清洗,逐条评分,10,精神性焦虑,Spearman,1,1,,,,,0.0,1.0,0.0,3.0,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,4,04_全文_不规整_评分_清洗,全文,不规整,逐条评分,清洗,逐条评分,11,躯体性焦虑,Spearman,1,1,,,,,1.0,0.0,1.0,3.0,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,4,04_全文_不规整_评分_清洗,全文,不规整,逐条评分,清洗,逐条评分,12,胃肠道症状,Spearman,1,1,,,,,0.0,1.0,0.0,3.0,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,4,04_全文_不规整_评分_清洗,全文,不规整,逐条评分,清洗,逐条评分,13,全身症状,Spearman,1,1,,,,,1.0,0.0,1.0,3.0,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,4,04_全文_不规整_评分_清洗,全文,不规整,逐条评分,清洗,逐条评分,14,性症状,Spearman,1,1,,,,,0.0,1.0,0.0,3.0,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,4,04_全文_不规整_评分_清洗,全文,不规整,逐条评分,清洗,逐条评分,15,疑病,Spearman,1,1,,,,,1.0,0.0,1.0,3.0,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,4,04_全文_不规整_评分_清洗,全文,不规整,逐条评分,清洗,逐条评分,16,体重减轻,Spearman,1,1,,,,,0.0,1.0,0.0,3.0,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,4,04_全文_不规整_评分_清洗,全文,不规整,逐条评分,清洗,逐条评分,17,自知力,Spearman,1,1,,,,,0.0,1.0,0.0,3.0,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,1,抑郁情绪,Spearman,3,2,0.8660254037844387,0.33333333333333326,0.8660254037844387,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,2,有罪感,Spearman,3,1,,,,,0.0,1.0,0.0,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,3,自杀,Spearman,3,2,0.8660254037844387,0.33333333333333326,0.8660254037844387,1.0,1.0,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,4,入睡困难,Spearman,3,1,,,,,0.0,1.0,0.0,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,5,睡眠不深,Spearman,3,2,0.8660254037844387,0.33333333333333326,0.8660254037844387,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,6,早醒,Spearman,3,2,0.0,1.0,-1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,7,工作和活动,Spearman,3,3,1.0,0.0,1.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,8,迟滞,Spearman,3,2,0.8660254037844387,0.33333333333333326,0.8660254037844387,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,9,激越,Spearman,3,2,-0.8660254037844387,0.33333333333333326,-1.0,-0.8660254037844387,0.3333333333333333,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,10,精神性焦虑,Spearman,3,2,0.8660254037844387,0.33333333333333326,0.8660254037844387,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,11,躯体性焦虑,Spearman,3,2,-0.8660254037844387,0.33333333333333326,-1.0,-0.8660254037844387,0.3333333333333333,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,12,胃肠道症状,Spearman,3,2,-0.8660254037844387,0.33333333333333326,-1.0,-0.8660254037844387,0.3333333333333333,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,13,全身症状,Spearman,3,1,,,,,0.0,1.0,0.0,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,14,性症状,Spearman,3,1,,,,,0.0,1.0,0.0,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,15,疑病,Spearman,3,2,-0.8660254037844387,0.33333333333333326,-1.0,-0.8660254037844387,0.3333333333333333,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,16,体重减轻,Spearman,3,1,,,,,0.0,1.0,0.0,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,17,自知力,Spearman,3,2,0.0,1.0,-1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,6.666666666666667,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,1,抑郁情绪,Spearman,2,2,,,,,1.5,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,2,有罪感,Spearman,2,2,,,,,0.5,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,3,自杀,Spearman,2,2,,,,,1.5,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,4,入睡困难,Spearman,2,1,,,,,0.0,1.0,0.0,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,5,睡眠不深,Spearman,2,2,,,,,0.5,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,6,早醒,Spearman,2,2,,,,,1.5,0.0,1.0,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,7,工作和活动,Spearman,2,2,,,,,1.0,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,8,迟滞,Spearman,2,2,,,,,0.5,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,9,激越,Spearman,2,2,,,,,0.5,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,10,精神性焦虑,Spearman,2,2,,,,,1.5,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,11,躯体性焦虑,Spearman,2,2,,,,,1.5,0.0,1.0,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,12,胃肠道症状,Spearman,2,1,,,,,0.0,1.0,0.0,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,13,全身症状,Spearman,2,1,,,,,0.0,1.0,0.0,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,14,性症状,Spearman,2,2,,,,,1.0,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,15,疑病,Spearman,2,2,,,,,0.5,0.5,0.5,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,16,体重减轻,Spearman,2,1,,,,,0.0,1.0,0.0,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,17,自知力,Spearman,2,1,,,,,0.0,1.0,0.0,12.5,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,1,抑郁情绪,Spearman,5,3,0.8111071056538127,0.09570892463402966,0.0,1.0000000000000002,1.4,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,2,有罪感,Spearman,5,2,0.4442616583193193,0.45354934716908535,-0.6123724356957945,1.0,0.6,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,3,自杀,Spearman,5,3,0.6488856845230502,0.23615367738664078,-0.9185586535436918,1.0,1.6,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,4,入睡困难,Spearman,5,2,0.7254762501100117,0.1653703958060164,0.5573704017131537,1.0000000000000002,0.4,0.8,0.2,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,5,睡眠不深,Spearman,5,2,0.8885233166386386,0.043924952533494016,0.7453559924999299,1.0000000000000002,0.6,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,6,早醒,Spearman,5,2,0.7254762501100117,0.1653703958060164,0.6270597128624557,1.0000000000000002,0.2,0.8,0.2,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,7,工作和活动,Spearman,5,3,0.8111071056538127,0.09570892463402966,-0.12547528688569548,1.0,2.2,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,8,迟滞,Spearman,5,3,0.8111071056538127,0.09570892463402966,0.0,1.0,1.0,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,9,激越,Spearman,5,3,0.8029550685469662,0.10183797037740709,0.5440773018253694,1.0,0.6,0.6,0.4,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,10,精神性焦虑,Spearman,5,3,0.892217816219194,0.041783556236175724,0.4898979485566361,1.0,1.2,0.2,0.8,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,11,躯体性焦虑,Spearman,5,3,0.45883146774112354,0.43699762088840094,-1.0,1.0,1.2,0.2,0.8,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,12,胃肠道症状,Spearman,5,2,0.1480872194397731,0.8121409275938358,-0.921875,0.9999999999999998,0.6,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,13,全身症状,Spearman,5,3,0.6488856845230502,0.23615367738664078,-0.6123724356957945,1.0,0.8,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,14,性症状,Spearman,5,2,0.8885233166386386,0.043924952533494016,0.7219948723811551,1.0000000000000002,0.8,0.6,0.4,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,15,疑病,Spearman,5,3,0.10814761408717503,0.8625710707614299,-1.0,1.0000000000000002,0.8,0.4,0.6,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,16,体重减轻,Spearman,5,1,,,,,0.0,1.0,0.0,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,17,自知力,Spearman,5,2,0.7254762501100117,0.1653703958060164,0.6270597128624557,1.0000000000000002,0.2,0.8,0.2,13.8,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,1,抑郁情绪,Spearman,5,3,0.9166666666666666,0.028513958298827854,0.40824829046386296,1.0,1.6,0.4,0.6,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,2,有罪感,Spearman,5,3,0.5555555555555556,0.33093554969438527,-0.6666666666666667,1.0,0.8,0.4,0.6,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,3,自杀,Spearman,5,2,0.9128709291752769,0.03046629166217096,0.8531251846271806,1.0000000000000002,1.8,0.4,0.6,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,4,入睡困难,Spearman,5,2,0.18633899812498247,0.7641260588351946,-0.6666666666666666,1.0,0.2,0.8,0.2,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,5,睡眠不深,Spearman,5,2,0.7607257743127308,0.13534466221782107,0.408248290463863,1.0000000000000002,0.4,0.6,0.4,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,6,早醒,Spearman,5,2,0.7453559924999299,0.14822014621212787,0.7184212081070995,1.0000000000000002,0.4,0.8,0.2,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,7,工作和活动,Spearman,5,4,0.6488856845230502,0.23615367738664078,-0.9185586535436918,1.0,1.8,0.4,0.6,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,8,迟滞,Spearman,5,3,0.6666666666666666,0.2191020374170478,-1.0,1.0,1.0,0.4,0.6,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,9,激越,Spearman,5,3,0.8249579113843054,0.08556628128992658,0.40824829046386296,1.0,0.6,0.6,0.4,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,10,精神性焦虑,Spearman,5,3,0.8249579113843054,0.08556628128992658,0.40824829046386296,1.0000000000000002,1.2,0.2,0.8,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,11,躯体性焦虑,Spearman,5,3,0.47222222222222227,0.4219082992937162,-1.0000000000000002,1.0,1.2,0.2,0.8,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,12,胃肠道症状,Spearman,5,2,-0.15214515486254615,0.8070327548553017,-1.0,1.0,0.6,0.4,0.6,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,13,全身症状,Spearman,5,3,0.3055555555555555,0.6170961464784692,-0.6123724356957946,0.9999999999999999,0.8,0.4,0.6,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,14,性症状,Spearman,5,2,0.7607257743127308,0.13534466221782107,0.408248290463863,1.0000000000000002,0.8,0.6,0.4,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,15,疑病,Spearman,5,2,-0.9128709291752769,0.03046629166217096,-1.0000000000000002,-0.8531251846271807,0.4,0.6,0.4,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,16,体重减轻,Spearman,5,1,,,,,0.0,1.0,0.0,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,17,自知力,Spearman,5,1,,,,,0.0,1.0,0.0,10.4,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,1,抑郁情绪,Spearman,7,2,0.6627334956636112,0.10472396806888938,0.25819888974716115,0.9667364890456636,0.5714285714285714,0.7142857142857143,0.2857142857142857,8.714285714285714,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,2,有罪感,Spearman,7,2,-0.5347407899331232,0.21621355488846442,-1.0,-0.3535533905932738,0.14285714285714285,0.8571428571428571,0.14285714285714285,8.714285714285714,不可估计
HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,3,自杀,Spearman,7,2,0.21389631597324926,0.6451277192563418,-0.18150704202070397,0.848528137423857,0.42857142857142855,0.8571428571428571,0.14285714285714285,8.714285714285714,不可估计
