scale,analysis_layer,model,strategy,item_id,item_name,full_cohort_selected_condition_id,full_cohort_selected_condition,selection_reason,full_cohort_common_subject_n,selected_corrected_rho,selected_item_MAE,C03_item_MAE,delta_item_MAE,selected_item_NAE,C03_item_NAE,selected_coverage,C03_coverage,outer_route_top_condition,outer_route_top_frequency,outer_route_normalized_entropy,full_map_matches_outer_mode,cell_total_generalization_supported,future_use_status
HAMD-17,HAMD16_core,GLM-5.2,B,6,早醒,3,C03,min_item_mae_tie_prefer_c03,0,,0.3434343434343434,0.3434343434343434,0.0,0.1717171717171717,0.1717171717171717,1.0,1.0,C03,0.6,0.4599072774698712,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,7,工作和活动,11,C11,min_item_mae,0,,0.5858585858585859,0.6464646464646465,-0.06060606060606066,0.14646464646464646,0.16161616161616163,1.0,1.0,C11,0.82,0.3128235788330533,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,8,迟滞,12,C12,min_item_mae,0,,0.5656565656565656,0.5858585858585859,-0.02020202020202022,0.1414141414141414,0.14646464646464646,1.0,1.0,C12,0.54,0.5313675372965893,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,9,激越,12,C12,min_item_mae,0,,0.5353535353535354,0.5959595959595959,-0.06060606060606055,0.13383838383838384,0.14898989898989898,1.0,1.0,C12,0.92,0.1340597300674243,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,10,精神性焦虑,16,C16,min_item_mae,0,,0.494949494949495,0.5858585858585859,-0.09090909090909088,0.12373737373737374,0.14646464646464646,1.0,1.0,C16,0.84,0.25470468485134246,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,11,躯体性焦虑,4,C04,min_item_mae,0,,0.494949494949495,0.5555555555555556,-0.06060606060606061,0.12373737373737374,0.1388888888888889,1.0,1.0,C04,0.74,0.4021574632113422,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,12,胃肠道症状,3,C03,min_item_mae_tie_prefer_c03,0,,0.16161616161616163,0.16161616161616163,0.0,0.08080808080808081,0.08080808080808081,1.0,1.0,C03,0.66,0.4073240871121106,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,13,全身症状,15,C15,min_item_mae,0,,0.26262626262626265,0.31313131313131315,-0.0505050505050505,0.13131313131313133,0.15656565656565657,1.0,1.0,C15,0.94,0.10914830638482544,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,15,疑病,4,C04,min_item_mae,0,,0.36363636363636365,0.40404040404040403,-0.04040404040404039,0.09090909090909091,0.10101010101010101,1.0,1.0,C04,0.86,0.27242283357697356,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,16,体重减轻,4,C04,min_item_mae,0,,0.23232323232323232,0.26262626262626265,-0.03030303030303033,0.11616161616161616,0.13131313131313133,1.0,1.0,C16,0.38,0.6364399561271434,False,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,B,17,自知力,7,C07,min_item_mae,0,,0.2727272727272727,0.2828282828282828,-0.01010101010101011,0.13636363636363635,0.1414141414141414,1.0,1.0,C07,0.38,0.6936290729536246,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,1,抑郁情绪,3,C03,min_item_mae,0,,0.6565656565656566,0.6565656565656566,0.0,0.16414141414141414,0.16414141414141414,1.0,1.0,C03,1.0,0.0,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,2,有罪感,7,C07,min_item_mae,0,,0.5757575757575758,0.5959595959595959,-0.02020202020202011,0.14393939393939395,0.14898989898989898,1.0,1.0,C07,0.34,0.7393572494707717,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,3,自杀,3,C03,min_item_mae,0,,0.5353535353535354,0.5353535353535354,0.0,0.13383838383838384,0.13383838383838384,1.0,1.0,C03,0.78,0.3153815696729672,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,4,入睡困难,3,C03,min_item_mae,0,,0.3838383838383838,0.3838383838383838,0.0,0.1919191919191919,0.1919191919191919,1.0,1.0,C03,0.68,0.4399986129156739,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,5,睡眠不深,16,C16,min_item_mae,0,,0.5353535353535354,0.6161616161616161,-0.08080808080808077,0.2676767676767677,0.30808080808080807,1.0,1.0,C16,0.58,0.499151991548596,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,6,早醒,11,C11,min_item_mae,0,,0.35353535353535354,0.3939393939393939,-0.04040404040404039,0.17676767676767677,0.19696969696969696,1.0,1.0,C11,0.58,0.5630050452802599,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,7,工作和活动,11,C11,min_item_mae_tie_auxiliary_metrics,0,,0.5656565656565656,0.5858585858585859,-0.02020202020202022,0.1414141414141414,0.14646464646464646,1.0,1.0,C04,0.42,0.555006128040964,False,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,8,迟滞,3,C03,min_item_mae_tie_prefer_c03,0,,0.5151515151515151,0.5151515151515151,0.0,0.12878787878787878,0.12878787878787878,1.0,1.0,C03,0.54,0.4340014944992965,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,9,激越,3,C03,min_item_mae,0,,0.5252525252525253,0.5252525252525253,0.0,0.13131313131313133,0.13131313131313133,1.0,1.0,C03,0.96,0.0807640630274716,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,10,精神性焦虑,15,C15,min_item_mae,0,,0.5959595959595959,0.6464646464646465,-0.05050505050505061,0.14898989898989898,0.16161616161616163,1.0,1.0,C15,0.82,0.3451885986482089,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,11,躯体性焦虑,15,C15,min_item_mae_tie_auxiliary_metrics,0,,0.5757575757575758,0.6464646464646465,-0.07070707070707072,0.14393939393939395,0.16161616161616163,1.0,1.0,C15,0.52,0.4516180729247592,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,12,胃肠道症状,3,C03,min_item_mae,0,,0.1414141414141414,0.1414141414141414,0.0,0.0707070707070707,0.0707070707070707,1.0,1.0,C03,0.88,0.1764536217624548,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,13,全身症状,3,C03,min_item_mae,0,,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,1.0,1.0,C03,0.68,0.3374380930139795,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,15,疑病,11,C11,min_item_mae,0,,0.40404040404040403,0.47474747474747475,-0.07070707070707072,0.10101010101010101,0.11868686868686869,1.0,1.0,C11,1.0,0.0,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,16,体重减轻,11,C11,min_item_mae,0,,0.21212121212121213,0.25252525252525254,-0.040404040404040414,0.10606060606060606,0.12626262626262627,1.0,1.0,C11,0.52,0.3329485119984006,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,B,17,自知力,12,C12,min_item_mae,0,,0.18181818181818182,0.21212121212121213,-0.030303030303030304,0.09090909090909091,0.10606060606060606,1.0,1.0,C12,0.64,0.37461872992490824,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,1,抑郁情绪,11,C11,min_item_mae_tie_auxiliary_metrics,0,,0.7373737373737373,0.7676767676767676,-0.030303030303030276,0.18434343434343434,0.1919191919191919,1.0,1.0,C12,0.36,0.6775418582034356,False,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,2,有罪感,3,C03,min_item_mae_tie_prefer_c03,0,,0.48484848484848486,0.48484848484848486,0.0,0.12121212121212122,0.12121212121212122,1.0,1.0,C03,0.44,0.5930175328773807,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,3,自杀,16,C16,min_item_mae,0,,0.6767676767676768,0.7070707070707071,-0.030303030303030276,0.1691919191919192,0.17676767676767677,1.0,1.0,C16,0.54,0.6301775627678554,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,4,入睡困难,3,C03,min_item_mae,0,,0.37373737373737376,0.37373737373737376,0.0,0.18686868686868688,0.18686868686868688,1.0,1.0,C03,0.74,0.30948989967874146,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,5,睡眠不深,3,C03,min_item_mae,0,,0.46464646464646464,0.46464646464646464,0.0,0.23232323232323232,0.23232323232323232,1.0,1.0,C03,0.94,0.12751422306591523,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,6,早醒,3,C03,min_item_mae,0,,0.35353535353535354,0.35353535353535354,0.0,0.17676767676767677,0.17676767676767677,1.0,1.0,C03,0.82,0.3185219319815423,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,7,工作和活动,3,C03,min_item_mae,0,,0.6262626262626263,0.6262626262626263,0.0,0.15656565656565657,0.15656565656565657,1.0,1.0,C03,0.76,0.26501342646150744,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,8,迟滞,3,C03,min_item_mae,0,,0.5050505050505051,0.5050505050505051,0.0,0.12626262626262627,0.12626262626262627,1.0,1.0,C03,0.94,0.10914830638482544,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,9,激越,3,C03,min_item_mae,0,,0.494949494949495,0.494949494949495,0.0,0.12373737373737374,0.12373737373737374,1.0,1.0,C03,0.84,0.25470468485134246,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,10,精神性焦虑,12,C12,min_item_mae,0,,0.5454545454545454,0.6666666666666666,-0.12121212121212122,0.13636363636363635,0.16666666666666666,1.0,1.0,C12,0.94,0.12751422306591523,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,11,躯体性焦虑,15,C15,min_item_mae,0,,0.5959595959595959,0.6464646464646465,-0.05050505050505061,0.14898989898989898,0.16161616161616163,1.0,1.0,C15,0.62,0.5166220559198623,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,12,胃肠道症状,3,C03,min_item_mae,0,,0.15151515151515152,0.15151515151515152,0.0,0.07575757575757576,0.07575757575757576,1.0,1.0,C03,0.92,0.17405973006742428,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,13,全身症状,3,C03,min_item_mae,0,,0.29292929292929293,0.29292929292929293,0.0,0.14646464646464646,0.14646464646464646,1.0,1.0,C03,0.78,0.326284716495632,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,15,疑病,16,C16,min_item_mae_tie_auxiliary_metrics,0,,0.3838383838383838,0.4444444444444444,-0.06060606060606061,0.09595959595959595,0.1111111111111111,1.0,1.0,C16,0.6,0.32365019815155627,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,16,体重减轻,15,C15,min_item_mae,0,,0.21212121212121213,0.23232323232323232,-0.020202020202020193,0.10606060606060606,0.11616161616161616,1.0,1.0,C15,0.6,0.4778874847444949,True,False,不建议替换C03；仅保留B探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,B,17,自知力,3,C03,min_item_mae,0,,0.1919191919191919,0.1919191919191919,0.0,0.09595959595959595,0.09595959595959595,1.0,1.0,C03,0.96,0.09409739636080494,True,False,不建议替换C03；仅保留B探索性全样本映射
