scale,analysis_layer,model,strategy,item_id,item_name,full_cohort_selected_condition_id,full_cohort_selected_condition,selection_reason,full_cohort_common_subject_n,selected_corrected_rho,selected_item_MAE,C03_item_MAE,delta_item_MAE,selected_item_NAE,C03_item_NAE,selected_coverage,C03_coverage,outer_route_top_condition,outer_route_top_frequency,outer_route_normalized_entropy,full_map_matches_outer_mode,cell_total_generalization_supported,future_use_status
PHQ-8,PHQ8_complete,GLM-5.2,A,3,睡眠问题,7,C07,max_corrected_rho,189,0.6068185463450071,0.5661375661375662,0.5079365079365079,0.05820105820105825,0.18871252204585537,0.1693121693121693,1.0,1.0,C07,0.74,0.27558212416420597,True,False,不建议替换C03；仅保留为探索性全样本映射
PHQ-8,PHQ8_complete,GLM-5.2,A,4,疲劳或精力不足,3,C03,max_corrected_rho,189,0.5007813588307611,0.6984126984126984,0.6984126984126984,0.0,0.23280423280423276,0.23280423280423276,1.0,1.0,C03,0.52,0.5541384865271345,True,False,不建议替换C03；仅保留为探索性全样本映射
PHQ-8,PHQ8_complete,GLM-5.2,A,5,食欲问题,3,C03,max_corrected_rho,189,0.22213642670389278,0.8783068783068783,0.8783068783068783,0.0,0.2927689594356261,0.2927689594356261,1.0,1.0,C03,0.96,0.0807640630274716,True,False,不建议替换C03；仅保留为探索性全样本映射
PHQ-8,PHQ8_complete,GLM-5.2,A,6,自我评价低或让家人失望,11,C11,max_corrected_rho,189,0.5704441663123956,0.5661375661375662,0.5767195767195767,-0.010582010582010581,0.18871252204585537,0.19223985890652553,1.0,1.0,C11,0.76,0.2981187744857981,True,False,不建议替换C03；仅保留为探索性全样本映射
PHQ-8,PHQ8_complete,GLM-5.2,A,7,注意力困难,3,C03,max_corrected_rho,189,0.36970348466831615,0.6296296296296297,0.6296296296296297,0.0,0.2098765432098765,0.2098765432098765,1.0,1.0,C03,0.6,0.5520352143539776,True,False,不建议替换C03；仅保留为探索性全样本映射
PHQ-8,PHQ8_complete,GLM-5.2,A,8,动作或语速改变,3,C03,max_corrected_rho,189,0.33858879014073173,0.3544973544973545,0.3544973544973545,0.0,0.11816578483245149,0.11816578483245149,1.0,1.0,C03,0.88,0.23481953844354456,True,False,不建议替换C03；仅保留为探索性全样本映射
PHQ-8,PHQ8_complete,Qwen3.7-Max,A,1,兴趣或愉悦感降低,8,C08,max_corrected_rho,189,0.4475245703862931,0.6507936507936508,0.6084656084656085,0.042328042328042326,0.21693121693121692,0.20282186948853614,1.0,1.0,C08,0.92,0.1340597300674243,True,True,仅作为未来独立样本的前瞻候选映射；当前只支持总分MAE改善
PHQ-8,PHQ8_complete,Qwen3.7-Max,A,2,情绪低落、抑郁或无望,12,C12,max_corrected_rho,189,0.6779385746968796,0.5026455026455027,0.5026455026455027,0.0,0.1675485008818342,0.16754850088183423,1.0,1.0,C12,0.62,0.4333148835105464,True,True,仅作为未来独立样本的前瞻候选映射；当前只支持总分MAE改善
PHQ-8,PHQ8_complete,Qwen3.7-Max,A,3,睡眠问题,3,C03,max_corrected_rho,189,0.5955313078783031,0.47619047619047616,0.47619047619047616,0.0,0.15873015873015872,0.15873015873015872,1.0,1.0,C03,0.62,0.3570271589385432,True,True,仅作为未来独立样本的前瞻候选映射；当前只支持总分MAE改善
PHQ-8,PHQ8_complete,Qwen3.7-Max,A,4,疲劳或精力不足,4,C04,max_corrected_rho,189,0.48706192816324284,0.708994708994709,0.7883597883597884,-0.07936507936507942,0.23633156966490296,0.26278659611992944,1.0,1.0,C04,0.98,0.04714684751394022,True,True,仅作为未来独立样本的前瞻候选映射；当前只支持总分MAE改善
PHQ-8,PHQ8_complete,Qwen3.7-Max,A,5,食欲问题,4,C04,max_corrected_rho,189,0.1661439978737517,0.9047619047619048,0.9312169312169312,-0.026455026455026398,0.30158730158730157,0.31040564373897706,1.0,1.0,C04,0.58,0.5659538989895073,True,True,仅作为未来独立样本的前瞻候选映射；当前只支持总分MAE改善
PHQ-8,PHQ8_complete,Qwen3.7-Max,A,6,自我评价低或让家人失望,7,C07,max_corrected_rho,189,0.44640783468455336,0.6455026455026455,0.6825396825396826,-0.03703703703703709,0.21516754850088182,0.2275132275132275,1.0,1.0,C07,0.86,0.22235766688146055,True,True,仅作为未来独立样本的前瞻候选映射；当前只支持总分MAE改善
PHQ-8,PHQ8_complete,Qwen3.7-Max,A,7,注意力困难,8,C08,max_corrected_rho,189,0.344511488401585,0.6931216931216931,0.671957671957672,0.021164021164021163,0.2310405643738977,0.2239858906525573,1.0,1.0,C08,0.98,0.04714684751394022,True,True,仅作为未来独立样本的前瞻候选映射；当前只支持总分MAE改善
PHQ-8,PHQ8_complete,Qwen3.7-Max,A,8,动作或语速改变,16,C16,max_corrected_rho,189,0.1800052620709823,0.37037037037037035,0.3333333333333333,0.037037037037037035,0.12345679012345678,0.1111111111111111,1.0,1.0,C16,0.52,0.5784424636888494,True,True,仅作为未来独立样本的前瞻候选映射；当前只支持总分MAE改善
HAMD-17,HAMD16_core,GLM-5.2,A,1,抑郁情绪,16,C16,max_corrected_rho,99,0.5752277355780603,0.7878787878787878,0.7878787878787878,0.0,0.19696969696969696,0.19696969696969696,1.0,1.0,C16,0.6,0.5800794877962906,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,2,有罪感,4,C04,max_corrected_rho,99,0.41167114665836146,0.494949494949495,0.5656565656565656,-0.07070707070707066,0.12373737373737374,0.1414141414141414,1.0,1.0,C04,0.68,0.45333194624900724,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,3,自杀,15,C15,max_corrected_rho,99,0.43928322626754734,0.494949494949495,0.5252525252525253,-0.03030303030303033,0.12373737373737374,0.13131313131313133,1.0,1.0,C15,0.78,0.3503489863252107,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,4,入睡困难,16,C16,max_corrected_rho,99,0.45656540273598545,0.43434343434343436,0.41414141414141414,0.02020202020202022,0.21717171717171718,0.20707070707070707,1.0,1.0,C16,0.46,0.5263829006634281,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,5,睡眠不深,3,C03,max_corrected_rho,99,0.2268914729246467,0.46464646464646464,0.46464646464646464,0.0,0.23232323232323232,0.23232323232323232,1.0,1.0,C07,0.38,0.6236668489427398,False,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,6,早醒,3,C03,max_corrected_rho,99,0.3643886202884685,0.3434343434343434,0.3434343434343434,0.0,0.1717171717171717,0.1717171717171717,1.0,1.0,C03,0.92,0.16072639673409092,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,7,工作和活动,8,C08,max_corrected_rho,99,0.6379902702112732,0.6363636363636364,0.6464646464646465,-0.010101010101010166,0.1590909090909091,0.16161616161616163,1.0,1.0,C08,0.7,0.48268827592781344,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,8,迟滞,7,C07,max_corrected_rho,99,0.507722485001148,0.6868686868686869,0.5858585858585859,0.101010101010101,0.1717171717171717,0.14646464646464646,1.0,1.0,C07,0.46,0.5705497297942425,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,9,激越,15,C15,max_corrected_rho,99,0.4037608827183543,0.6666666666666666,0.5959595959595959,0.07070707070707072,0.16666666666666666,0.14898989898989898,1.0,1.0,C15,0.5,0.54025169812271,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,10,精神性焦虑,16,C16,max_corrected_rho,99,0.5536803575555205,0.494949494949495,0.5858585858585859,-0.09090909090909088,0.12373737373737374,0.14646464646464646,1.0,1.0,C16,0.9,0.2070628010260058,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,11,躯体性焦虑,7,C07,max_corrected_rho,99,0.5871768699700738,0.5151515151515151,0.5555555555555556,-0.04040404040404044,0.12878787878787878,0.1388888888888889,1.0,1.0,C07,0.92,0.1340597300674243,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,12,胃肠道症状,12,C12,max_corrected_rho,99,0.4718133690357325,0.1717171717171717,0.16161616161616163,0.010101010101010083,0.08585858585858586,0.08080808080808081,1.0,1.0,C12,0.56,0.4568548109677446,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,13,全身症状,15,C15,max_corrected_rho,99,0.5804700860790947,0.26262626262626265,0.31313131313131315,-0.0505050505050505,0.13131313131313133,0.15656565656565657,1.0,1.0,C15,0.62,0.4133957662174355,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,15,疑病,15,C15,max_corrected_rho,99,0.1338369817872568,0.4444444444444444,0.40404040404040403,0.04040404040404039,0.1111111111111111,0.10101010101010101,1.0,1.0,C15,0.58,0.4557127151121798,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,16,体重减轻,7,C07,max_corrected_rho,99,0.24386411519754767,0.2828282828282828,0.26262626262626265,0.020202020202020166,0.1414141414141414,0.13131313131313133,1.0,1.0,C07,0.72,0.3771048962165737,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,GLM-5.2,A,17,自知力,3,C03,max_corrected_rho,99,0.06586572811822333,0.2828282828282828,0.2828282828282828,0.0,0.1414141414141414,0.1414141414141414,1.0,1.0,C03,0.52,0.5125657869425018,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,1,抑郁情绪,11,C11,max_corrected_rho,99,0.5812754677416461,0.7070707070707071,0.6565656565656566,0.0505050505050505,0.17676767676767677,0.16414141414141414,1.0,1.0,C11,0.82,0.2568878486626321,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,2,有罪感,3,C03,max_corrected_rho,99,0.3848502882321167,0.5959595959595959,0.5959595959595959,0.0,0.14898989898989898,0.14898989898989898,1.0,1.0,C03,0.74,0.30948989967874146,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,3,自杀,7,C07,max_corrected_rho,99,0.3838316183859518,0.9494949494949495,0.5353535353535354,0.41414141414141414,0.23737373737373738,0.13383838383838384,1.0,1.0,C07,0.5,0.5025718799262666,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,4,入睡困难,3,C03,max_corrected_rho,99,0.5158993920402308,0.3838383838383838,0.3838383838383838,0.0,0.1919191919191919,0.1919191919191919,1.0,1.0,C03,0.98,0.04714684751394022,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,5,睡眠不深,3,C03,max_corrected_rho,99,0.22870827759072124,0.6161616161616161,0.6161616161616161,0.0,0.30808080808080807,0.30808080808080807,1.0,1.0,C03,0.46,0.4970860630698834,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,6,早醒,16,C16,max_corrected_rho,99,0.343769956530098,0.3838383838383838,0.3939393939393939,-0.01010101010101011,0.1919191919191919,0.19696969696969696,1.0,1.0,C16,0.62,0.5397415960822659,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,7,工作和活动,3,C03,max_corrected_rho,99,0.6412808966727348,0.5858585858585859,0.5858585858585859,0.0,0.14646464646464646,0.14646464646464646,1.0,1.0,C03,0.52,0.47513836041093144,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,8,迟滞,15,C15,max_corrected_rho,99,0.3107973999879314,0.7676767676767676,0.5151515151515151,0.2525252525252525,0.1919191919191919,0.12878787878787878,1.0,1.0,C15,0.58,0.5900181688190861,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,9,激越,11,C11,max_corrected_rho,99,0.2740085402987575,0.5555555555555556,0.5252525252525253,0.030303030303030276,0.1388888888888889,0.13131313131313133,1.0,1.0,C11,0.54,0.6677290831727957,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,10,精神性焦虑,8,C08,max_corrected_rho,99,0.4687751910518754,0.6767676767676768,0.6464646464646465,0.030303030303030276,0.1691919191919192,0.16161616161616163,1.0,1.0,C08,0.88,0.23985212179130103,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,11,躯体性焦虑,7,C07,max_corrected_rho,99,0.551182873913051,0.6363636363636364,0.6464646464646465,-0.010101010101010166,0.1590909090909091,0.16161616161616163,1.0,1.0,C07,0.94,0.12751422306591523,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,12,胃肠道症状,8,C08,max_corrected_rho,99,0.4442817303396828,0.24242424242424243,0.1414141414141414,0.10101010101010102,0.12121212121212122,0.0707070707070707,1.0,1.0,C08,0.62,0.4700467168727261,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,13,全身症状,11,C11,max_corrected_rho,99,0.6095541723705789,0.3434343434343434,0.3333333333333333,0.01010101010101011,0.1717171717171717,0.16666666666666666,1.0,1.0,C11,0.98,0.04714684751394022,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,15,疑病,4,C04,max_corrected_rho,99,0.15336047979170578,0.5050505050505051,0.47474747474747475,0.03030303030303033,0.12626262626262627,0.11868686868686869,1.0,1.0,C04,0.58,0.5306400254651042,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,16,体重减轻,7,C07,max_corrected_rho,99,0.2916340616711002,0.3434343434343434,0.25252525252525254,0.09090909090909088,0.1717171717171717,0.12626262626262627,1.0,1.0,C07,0.96,0.09409739636080494,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Kimi-K2.6,A,17,自知力,8,C08,max_corrected_rho,99,0.3073950784656466,0.32323232323232326,0.21212121212121213,0.11111111111111113,0.16161616161616163,0.10606060606060606,1.0,1.0,C08,0.96,0.0807640630274716,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,1,抑郁情绪,4,C04,max_corrected_rho,99,0.5492024906995892,0.8282828282828283,0.7676767676767676,0.06060606060606066,0.20707070707070707,0.1919191919191919,1.0,1.0,C04,0.46,0.5823793131996916,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,2,有罪感,4,C04,max_corrected_rho,99,0.35434736689804647,0.48484848484848486,0.48484848484848486,0.0,0.12121212121212122,0.12121212121212122,1.0,1.0,C04,0.26,0.7383749666831326,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,3,自杀,16,C16,max_corrected_rho,99,0.40212309345704095,0.6767676767676768,0.7070707070707071,-0.030303030303030276,0.1691919191919192,0.17676767676767677,1.0,1.0,C16,0.48,0.5933012931690466,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,4,入睡困难,12,C12,max_corrected_rho,99,0.463239165089035,0.42424242424242425,0.37373737373737376,0.0505050505050505,0.21212121212121213,0.18686868686868688,1.0,1.0,C12,0.54,0.45876135749826585,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,5,睡眠不深,15,C15,max_corrected_rho,99,0.2929552907335631,0.5353535353535354,0.46464646464646464,0.07070707070707072,0.2676767676767677,0.23232323232323232,1.0,1.0,C15,0.98,0.04714684751394022,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,6,早醒,3,C03,max_corrected_rho,99,0.3417929902832302,0.35353535353535354,0.35353535353535354,0.0,0.17676767676767677,0.17676767676767677,1.0,1.0,C03,0.68,0.3014604859081646,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,7,工作和活动,3,C03,max_corrected_rho,99,0.6399102874784891,0.6262626262626263,0.6262626262626263,0.0,0.15656565656565657,0.15656565656565657,1.0,1.0,C03,0.92,0.17405973006742428,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,8,迟滞,15,C15,max_corrected_rho,99,0.4395621986519081,0.7070707070707071,0.5050505050505051,0.202020202020202,0.17676767676767677,0.12626262626262627,1.0,1.0,C15,0.9,0.18039613435933918,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,9,激越,11,C11,max_corrected_rho,99,0.3550011159026936,0.5050505050505051,0.494949494949495,0.01010101010101011,0.12626262626262627,0.12373737373737374,1.0,1.0,C11,0.42,0.699629418131252,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,10,精神性焦虑,4,C04,max_corrected_rho,99,0.48307329811037214,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,1.0,1.0,C04,0.9,0.20706280102600583,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,11,躯体性焦虑,11,C11,max_corrected_rho,99,0.5733585918781763,0.6262626262626263,0.6464646464646465,-0.02020202020202022,0.15656565656565657,0.16161616161616163,1.0,1.0,C11,0.86,0.22235766688146055,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,12,胃肠道症状,7,C07,max_corrected_rho,99,0.4612762830556514,0.31313131313131315,0.15151515151515152,0.16161616161616163,0.15656565656565657,0.07575757575757576,1.0,1.0,C07,0.48,0.5732949688705602,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,13,全身症状,3,C03,max_corrected_rho,99,0.5979524005820942,0.29292929292929293,0.29292929292929293,0.0,0.14646464646464646,0.14646464646464646,1.0,1.0,C03,1.0,0.0,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,15,疑病,16,C16,max_corrected_rho,99,0.14174473894798315,0.3838383838383838,0.4444444444444444,-0.06060606060606061,0.09595959595959595,0.1111111111111111,1.0,1.0,C11,0.36,0.6408397219636979,False,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,16,体重减轻,12,C12,max_corrected_rho,99,0.2665989693032237,0.24242424242424243,0.23232323232323232,0.01010101010101011,0.12121212121212122,0.11616161616161616,1.0,1.0,C12,0.68,0.35944069318278826,True,False,不建议替换C03；仅保留为探索性全样本映射
HAMD-17,HAMD16_core,Qwen3.7-Max,A,17,自知力,8,C08,max_corrected_rho,99,0.19616491556132307,0.32323232323232326,0.1919191919191919,0.13131313131313135,0.16161616161616163,0.09595959595959595,1.0,1.0,C08,0.96,0.0807640630274716,True,False,不建议替换C03；仅保留为探索性全样本映射
